hip	spect	ext	sigma_ext
68946	G0III:	-0.30	0.06
68949	K0III:	-0.06	0.02
68955	K0III:	-0.03	0.01
68956	A7V	-0.05	0.01
68963	G5V:	-0.22	0.02
68964	K4/K5III	-0.31	0.04
68971	F8V:	-0.11	0.03
69007	K1III	-0.12	0.02
69008	A2V	-0.05	0.01
69032	K5III:	-0.19	0.04
69038	M4.2III	-0.24	0.01
69064	M2V:	-0.11	0.00
69079	K0III:	-0.06	0.02
69086	G2III	-0.17	0.03
69090	G1V	-0.03	0.01
69093	K0V:	-0.15	0.02
69100	K0III:	-0.07	0.02
69102	K0III	-0.32	0.02
69106	K2III	-0.22	0.02
69121	G5V:	-0.25	0.02
69124	K1V	-0.14	0.02
69131	K2III:	-0.05	0.01
69133	K0III:	-0.09	0.03
69136	G5V:	-0.07	0.02
69146	K2III:	-0.09	0.02
69158	K0III:	-0.08	0.01
69160	G5V	-0.02	0.00
69166	G5III	-0.22	0.02
69178	F7V	-0.05	0.01
69180	F0V:	-0.06	0.01
69186	K0V:	-0.25	0.03
69199	K0III:	-0.07	0.02
69202	G1V	-0.04	0.00
69210	G5V:	-0.07	0.02
69222	G8III	-0.05	0.01
69223	G5V:	-0.22	0.02
69236	K0III:	-0.06	0.02
69238	G0V:	-0.05	0.01
69242	K0III:	-0.10	0.02
69246	G3III	-0.13	0.02
69258	K0III	-0.07	0.02
69268	K0III:	-0.08	0.01
69282	F8V:	-0.02	0.00
69293	G5III	-0.20	0.02
69316	K4III	-0.12	0.00
69333	K6:V:	-0.04	0.00
69341	F8III:	-0.10	0.02
69345	M0V:	-0.24	0.02
69346	M6-M8.8III:	-1.26	0.29
69347	G5III	-0.24	0.02
69350	K0III:	-0.05	0.01
69359	K5V:	-0.06	0.00
69365	G0V:	-0.08	0.02
69369	K5III:	-0.55	0.02
69376	K0III:	-0.06	0.02
69379	K5III:	-0.21	0.02
69386	K5III:	-0.30	0.03
69389	B9V:	-0.05	0.01
69411	G5V:	-0.14	0.02
69435	F8V:	-0.21	0.02
69437	G0III	-0.14	0.01
69449	M3III	-0.07	0.01
69462	K5III	-0.01	0.00
69467	F8V:	-0.07	0.02
69492	F8V:	-0.10	0.02
69494	K0III:	-0.07	0.02
69502	M2III:	-0.12	0.02
69509	A0V:	-0.05	0.01
69518	G0V:	-0.05	0.01
69519	G5V:	-0.20	0.02
69520	K0III	-0.07	0.02
69526	K5V:	-0.09	0.00
69527	K0III:	-0.05	0.01
69534	K1III	-0.10	0.01
69547	G2III	-0.14	0.03
69566	G2III	-0.22	0.01
69569	K3III:	-0.22	0.01
69570	G5V	-0.01	0.00
69580	K2III	-0.12	0.02
69600	F8V:	-0.21	0.01
69607	F8V:	-0.10	0.02
69614	M4III	-0.11	0.00
69627	G0V:	-0.19	0.02
69645	G8V	-0.07	0.00
69650	A4V	-0.02	0.00
69668	G8III/IV	-0.07	0.01
69677	G3III	-0.13	0.02
69709	G5V:	-0.07	0.00
69710	K2III:	-0.09	0.02
69714	G5III:	-0.17	0.02
69715	F8V:	-0.06	0.01
69722	F0V	-0.01	0.00
69726	K2III:	-0.09	0.02
69742	K1III	-0.30	0.03
69744	F8V:	-0.06	0.01
69747	A1V	-0.02	0.00
69752	F5V:	-0.08	0.02
69754	M5III:	-0.12	0.02
69787	K5III	-0.52	0.11
69807	G0V:	-0.11	0.03
69809	K0III:	-0.11	0.02
69816	M6-M8III:	-0.96	0.19
69856	K2III:	-0.14	0.01
69864	M0III:	-0.13	0.02
69879	K1III	-0.05	0.00
69880	M0III:	-0.10	0.02
69884	G0V:	-0.04	0.00
69924	K1III	-0.36	0.04
69927	K0III:	-0.07	0.02
69936	K0III:	-0.07	0.02
69941	K1III	-0.19	0.01
69950	G5V:	-0.29	0.04
70015	F8V:	-0.11	0.02
70017	K2III	-0.26	0.06
70022	A7V	-0.01	0.00
70026	M5/M6III	-0.68	0.06
70027	K3III	-0.06	0.00
70032	G0V:	-0.22	0.04
70037	F8V:	-0.12	0.02
70061	K3III	-0.23	0.02
70062	K0III:	-0.06	0.02
70068	G5V:	-0.13	0.02
70082	K2III	-0.10	0.02
70084	F8V:	-0.08	0.02
70095	K0V:	-0.22	0.03
70105	G5V:	-0.10	0.01
70110	F8V:	-0.08	0.02
70130	K2III:	-0.14	0.03
70142	K2III	-0.32	0.02
70165	F8V:	-0.06	0.02
70175	K0III	-0.05	0.01
70190	K0III:	-0.09	0.01
70193	G5V:	-0.09	0.02
70198	M5III:	-0.44	0.03
70221	B9V:	-0.06	0.01
70225	K0III	-0.07	0.01
70247	G5V:	-0.15	0.02
70256	F8III:	-0.10	0.02
70267	K0III:	-0.06	0.01
70283	K2III:	-0.11	0.01
70291	M3-M6III:	-0.46	0.15
70292	K0III	-0.31	0.00
70310	F5V	-0.03	0.01
70317	K5V	-0.01	0.00
70326	K2III:	-0.14	0.02
70331	F8V:	-0.09	0.01
70333	G0V:	-0.21	0.02
70334	F5V:	-0.07	0.01
70341	G5III	-0.16	0.01
70344	G2III	-0.15	0.01
70353	K1III	-0.39	0.02
70359	F8V:	-0.04	0.01
70363	K1III	-0.01	0.00
70366	F2V:	-0.09	0.02
70377	K5III:	-0.37	0.03
70382	K1III	-0.08	0.01
70384	A3V	-0.02	0.00
70397	F8III:	-0.04	0.00
70400	A5V	-0.03	0.00
70409	G0V:	-0.14	0.02
70414	K4III	-0.17	0.01
70416	G5III	-0.20	0.02
70426	K5V:	-0.12	0.04
70445	K2III	-0.12	0.03
70447	F5V:	-0.04	0.01
70453	K1III	-0.09	0.02
70459	G2V	-0.04	0.01
70467	G4III	-0.19	0.03
70469	K0III	-0.07	0.00
70473	K0V:	-0.22	0.02
70474	F8V:	-0.06	0.01
70481	K0III:	-0.06	0.02
70496	G5V	-0.02	0.00
70502	G5III	-0.15	0.03
70507	F8V:	-0.10	0.02
70514	K1III	-0.02	0.01
70519	G5/G6III:	-0.06	0.01
70523	F5V:	-0.15	0.02
70529	M1V:	-0.02	0.01
70536	M2V:	-0.04	0.01
70545	M1III:	-0.63	0.03
70547	M5III	-0.31	0.02
70548	K4III	-0.07	0.02
70553	A2V:	-0.03	0.01
70565	K0III	-0.09	0.01
70570	F5V:	-0.12	0.03
70580	K3III	-0.08	0.01
70591	F5V:	-0.10	0.03
70600	F8V:	-0.09	0.02
70601	F5V:	-0.09	0.03
70602	F0V:	-0.07	0.01
70608	K1V	-0.01	0.00
70613	K2III:	-0.08	0.02
70622	G5V:	-0.22	0.03
70626	B9V	-0.02	0.00
70635	K0III	-0.11	0.01
70646	K0III:	-0.10	0.03
70678	K5III:	-0.46	0.02
70711	G5V:	-0.20	0.02
70715	M0V:	-0.16	0.02
70721	F5V:	-0.18	0.05
70731	F8V:	-0.07	0.02
70735	K0III:	-0.09	0.01
70740	K0III:	-0.12	0.02
70743	G5V:	-0.22	0.02
70744	K2III:	-0.07	0.02
70745	K0III	-0.17	0.04
70750	M0V:	-0.62	0.16
70754	A3V:	-0.18	0.02
70757	K5III:	-0.30	0.04
70769	M3/M4III	-0.22	0.04
70786	A1V	-0.02	0.01
70799	G5III	-0.22	0.02
70825	K2III:	-0.16	0.03
70830	K5III:	-0.11	0.02
70846	K0III	-0.34	0.02
70865	M3V:	-0.07	0.00
70876	M2III:	-0.21	0.06
70882	K2III	-0.29	0.01
70885	M6III:	-0.65	0.02
70886	G2III	-0.14	0.02
70887	K5III:	-0.16	0.02
70895	K0V:	-0.19	0.05
70920	F8V:	-0.09	0.03
70922	G0V:	-0.05	0.01
70935	G5V:	-0.22	0.02
70937	F5V:	-0.02	0.01
70951	G1III	-0.08	0.02
70953	F0V:	-0.11	0.02
70961	K0III	-0.04	0.01
70967	K0III:	-0.13	0.02
70969	M7/M8III	-0.98	0.11
70987	K1III	-0.05	0.00
70990	G5V:	-0.10	0.02
70997	F8V:	-0.26	0.02
70999	K5III:	-0.24	0.02
71017	G3V	-0.03	0.00
71018	K1III:	-0.16	0.01
71021	K5V	-0.17	0.03
71040	F0III	-0.03	0.01
71061	G5V:	-0.12	0.02
71072	G5V:	-0.21	0.02
71085	M3III:	-0.06	0.01
71086	M0V:	-0.19	0.01
71099	A3V	-0.05	0.01
71107	G5V:	-0.18	0.03
71117	K0V:	-0.06	0.02
71125	F8V:	-0.12	0.02
71135	M1V:	-0.17	0.02
71137	K5III:	-0.23	0.02
71142	K0III:	-0.11	0.01
71143	G5V:	-0.11	0.02
71152	K0III	-0.05	0.01
71171	F8V:	-0.19	0.04
71210	G5V:	-0.17	0.03
71226	F8V:	-0.08	0.02
71265	K5III:	-0.07	0.01
71267	K2III:	-0.07	0.01
71277	K5III	-0.07	0.00
71284	F3V	-0.02	0.01
71291	G5V:	-0.10	0.02
71330	G0V:	-0.08	0.03
71375	K0III:	-0.05	0.01
71392	K2III:	-0.19	0.02
71396	K5III:	-0.21	0.03
71424	K5III:	-0.46	0.02
71429	K1III	-0.06	0.00
71438	G0V:	-0.10	0.02
71481	K3V	-0.30	0.02
71487	F0V	-0.17	0.01
71511	F8V:	-0.05	0.02
71516	G8V	-0.02	0.01
71571	K2III:	-0.10	0.01
71588	G0V:	-0.08	0.01
71608	F0V:	-0.07	0.02
71616	G5V:	-0.20	0.02
71617	K0III	-0.06	0.01
71644	M5-M7III:	-0.71	0.14
71657	G0V:	-0.13	0.01
71672	K1III	-0.04	0.01
71676	K0III-IV	-0.10	0.02
71679	G5V:	-0.08	0.01
71717	K2III:	-0.12	0.03
71727	A0V:	-0.09	0.00
71729	G0V	-0.15	0.00
71744	G0V:	-0.18	0.04
71747	K0/K1III	-0.16	0.04
71749	M0III:	-0.15	0.03
71751	G5V:	-0.23	0.02
71759	F0V	-0.06	0.01
71771	K5III:	-0.20	0.02
71802	M5III:	-0.62	0.02
71807	K0III/IV	-0.16	0.02
71819	G2V	-0.03	0.00
71838	F8V:	-0.13	0.02
71868	M5III	-0.26	0.07
71869	F8V:	-0.11	0.02
71874	F5V	-0.46	0.00
71886	G0V:	-0.20	0.03
71887	F8V:	-0.06	0.02
71893	K0III	-0.05	0.01
71897	K0III:	-0.10	0.02
71900	M2III:	-0.17	0.01
71908	F1V	-0.07	0.01
71912	G0V:	-0.14	0.03
71939	F8V:	-0.04	0.00
71954	G5V:	-0.20	0.02
71964	K5III:	-0.45	0.02
71980	K2III	-0.10	0.02
72014	G5V	-0.06	0.02
72022	F5V:	-0.07	0.02
72026	M5III:	-0.38	0.04
72041	G8:III/IV	-0.32	0.02
72043	G5V	-0.04	0.01
72044	M0V:	-0.15	0.02
72061	G5V:	-0.05	0.01
72071	G0V:	-0.10	0.02
72088	K2III:	-0.29	0.01
72097	K0III	-0.02	0.00
72109	F8V:	-0.12	0.01
72114	F8V:	-0.13	0.03
72117	M4III	-0.37	0.03
72125	K0III	-0.06	0.01
72139	K0III:	-0.19	0.01
72144	G5V:	-0.25	0.03
72160	G5V:	-0.12	0.00
72198	A0V:	-0.08	0.01
72200	K2V	-0.04	0.01
72201	G0V:	-0.15	0.03
72208	M5III	-0.47	0.02
72210	K0III	-0.05	0.00
72213	G5V:	-0.23	0.03
72238	K2III	-0.06	0.01
72257	G3Ib/II	-0.32	0.02
72269	G5V:	-0.23	0.02
72306	G5V:	-0.09	0.03
72315	K5V:	-0.25	0.05
72320	K0V:	-0.42	0.04
72326	G0V:	-0.08	0.02
72328	G5V:	-0.14	0.02
72333	K3V:	-0.05	0.01
72339	K0III	-0.25	0.00
72343	F8V:	-0.05	0.02
72369	F5V:	-0.03	0.01
72370	K5III	-0.02	0.00
72371	G0V:	-0.09	0.02
72374	K0III:	-0.12	0.04
72387	M2V:	-0.18	0.00
72388	K2III:	-0.07	0.02
72421	G0V:	-0.08	0.02
72430	G0V:	-0.24	0.05
72432	M5III	-0.43	0.02
72446	K2III:	-0.17	0.01
72466	K2III:	-0.16	0.01
72467	F8V:	-0.05	0.01
72471	K3III	-0.18	0.04
72498	G0V:	-0.20	0.06
72499	K4II-III	-0.12	0.01
72516	F3IV/V	-0.03	0.01
72530	K0V:	-0.10	0.02
72545	G0V:	-0.05	0.01
72552	A4V	-0.07	0.00
72567	G2V	-0.05	0.02
72570	F8V:	-0.15	0.02
72604	G5V:	-0.04	0.00
72613	K5III:	-0.10	0.02
72624	K0III:	-0.06	0.01
72640	K1III	-0.53	0.01
72652	K1III	-0.10	0.01
72656	G5V:	-0.18	0.02
72669	G5V:	-0.07	0.02
72673	F8V	-0.07	0.01
72674	K0III:	-0.05	0.02
72686	K3III	-0.05	0.02
72698	M0III:	-0.45	0.03
72735	G5V:	-0.09	0.03
72746	G3/G5IV/V	-0.09	0.02
72766	G5V	-0.05	0.01
72783	K2III	-0.23	0.02
72792	G0V:	-0.04	0.01
72797	K1V	-0.01	0.00
72798	G5V:	-0.12	0.02
72800	B7II/III	-0.04	0.00
72825	M5III	-0.23	0.04
72848	K2V	-0.07	0.01
72861	K0III:	-0.08	0.02
72866	F8V:	-0.07	0.02
72881	F5V:	-0.10	0.02
72901	K0III:	-0.11	0.02
72923	G5V:	-0.31	0.01
72924	K5III:	-0.29	0.02
72942	G0V	-0.04	0.00
72963	F8V:	-0.04	0.01
72993	K0III	-0.13	0.01
72996	K0III:	-0.13	0.01
73001	G5V:	-0.19	0.02
73005	K1V	-0.07	0.01
73008	K5III:	-0.38	0.03
73009	G5V:	-0.24	0.03
73028	A2V:	-0.01	0.00
73033	G5V:	-0.25	0.03
73050	K2III	-0.05	0.02
73056	M2:V:	-0.08	0.02
73063	K2III:	-0.09	0.03
73114	G5V:	-0.03	0.00
73121	K7V:	-0.24	0.01
73124	F8V:	-0.07	0.02
73126	K5III:	-0.24	0.02
73136	K0III:	-0.05	0.01
73173	G5V:	-0.14	0.03
73199	M5III	-0.21	0.02
73211	K0III:	-0.10	0.01
73213	M5III	-0.39	0.02
73272	G0V:	-0.19	0.06
73277	M0III:	-0.51	0.12
73286	G5V:	-0.14	0.01
73299	K0III:	-0.15	0.01
73309	F8V	-0.01	0.00
73325	K0V:	-0.26	0.08
73327	G5V:	-0.10	0.02
73384	K0V	-0.19	0.03
73388	K0III	-0.02	0.00
73403	K0III:	-0.06	0.01
73426	M3III	-0.16	0.05
73427	M1V:	-0.19	0.01
73430	K0V:	-0.20	0.03
73454	B9V:	-0.03	0.00
73456	K2III:	-0.14	0.03
73499	K2III:	-0.13	0.03
73525	K0III:	-0.22	0.02
73526	M6III	-0.55	0.03
73548	M0III:	-0.22	0.07
73554	K0III:	-0.07	0.02
73558	G5V:	-0.20	0.03
73570	K5III:	-0.43	0.04
73582	F8V:	-0.06	0.01
73586	K0III:	-0.08	0.01
73589	M3III:	-0.25	0.01
73600	G5V:	-0.08	0.02
73607	K5:V:	-0.14	0.02
73632	F5V:	-0.12	0.02
73636	K0III	-0.03	0.01
73643	M5III:	-0.37	0.07
73650	G3V	-0.04	0.01
73654	K2III:	-0.07	0.01
73661	K5III:	-0.09	0.01
73722	K3V	-0.07	0.02
73725	K5V:	-0.24	0.04
73758	K2III/IV	-0.07	0.01
73764	M6III	-0.53	0.02
73777	K1V	-0.19	0.04
73798	G3V	-0.02	0.00
73841	A1V	-0.02	0.00
73864	K2III:	-0.05	0.01
73874	F0V:	-0.10	0.02
73877	F0V:	-0.07	0.02
73880	K5III:	-0.28	0.06
73887	K0III:	-0.12	0.02
73918	G5V:	-0.27	0.01
73936	F5V:	-0.12	0.03
73938	G0V:	-0.11	0.03
73944	G5V:	-0.22	0.02
73968	F8V:	-0.07	0.02
73979	G0V:	-0.11	0.01
73994	G0V:	-0.23	0.03
74005	M3III	-0.14	0.03
74006	G8III	-0.01	0.00
74017	G0V:	-0.12	0.02
74020	G0V:	-0.07	0.02
74028	K0V:	-0.22	0.02
74029	G6V	-0.02	0.01
74041	F8V:	-0.12	0.02
74052	G8III	-0.04	0.01
74072	G0V:	-0.07	0.02
74075	G6V:	-0.04	0.00
74080	K0III:	-0.05	0.01
74082	M0III:	-0.06	0.01
74085	F8V:	-0.14	0.02
74089	K0III:	-0.10	0.02
74097	G5V:	-0.15	0.01
74133	K5III:	-0.11	0.02
74146	K2III:	-0.19	0.02
74148	K8V:	-0.25	0.02
74153	G5V:	-0.19	0.04
74156	F8V:	-0.10	0.02
74158	K0III:	-0.04	0.01
74212	G5V:	-0.16	0.03
74268	G5V	-0.06	0.00
74271	K0IV-V	-0.09	0.02
74272	A8V	-0.10	0.01
74278	K0V:	-0.23	0.04
74286	F6III	-0.03	0.00
74288	K0III:	-0.14	0.02
74303	G5V:	-0.26	0.02
74306	K2III:	-0.08	0.02
74312	K0III:	-0.08	0.02
74316	K5III:	-0.04	0.01
74320	F5V:	-0.08	0.01
74326	K0V:	-0.16	0.00
74343	G0V:	-0.13	0.02
74360	K2II/III	-0.21	0.03
74404	K0III:	-0.03	0.01
74409	F8V:	-0.07	0.02
74412	K0III	-0.06	0.01
74418	K2III	-0.08	0.00
74443	K0V:	-0.04	0.00
74452	K0III:	-0.11	0.02
74457	G5V:	-0.32	0.02
74460	G5V:	-0.21	0.02
74480	K2III:	-0.09	0.03
74537	K0V	-0.05	0.01
74540	K0III	-0.10	0.02
74542	K0III	-0.07	0.01
74548	G0V:	-0.06	0.01
74554	K5III:	-0.19	0.05
74557	K5III:	-0.17	0.02
74577	K2III:	-0.10	0.01
74597	F8V:	-0.12	0.02
74602	G2III:	-0.18	0.02
74612	G8III	-0.08	0.03
74618	M2III:	-0.23	0.04
74642	M2III:	-0.28	0.05
74644	F8V:	-0.08	0.02
74656	K0V:	-0.34	0.03
74663	K1II/III	-0.27	0.01
74678	A0V:	-0.06	0.01
74709	K2III:	-0.09	0.03
74713	G5V:	-0.06	0.01
74735	F5V:	-0.10	0.02
74746	K0V:	-0.15	0.03
74758	K0III:	-0.11	0.03
74770	K5III:	-0.19	0.04
74792	K0V:	-0.21	0.02
74793	K4III	-0.01	0.00
74806	F8V:	-0.12	0.01
74808	K0III:	-0.08	0.01
74842	K0III:	-0.08	0.01
74882	G5V:	-0.20	0.03
74884	G5V:	-0.07	0.02
74890	K1III	-0.06	0.01
74930	F8V	-0.02	0.00
74931	G5V:	-0.06	0.00
74932	F8V:	-0.16	0.04
74942	K2III:	-0.04	0.01
74950	B9V	-0.03	0.01
74954	G8V	-0.00	0.00
74975	F8III-IV	-0.03	0.00
74982	M4III	-0.29	0.02
74995	M5V:	-0.04	0.01
74998	K0III:	-0.12	0.01
75019	K0V	-0.04	0.00
75022	K0III:	-0.05	0.02
75033	F8V:	-0.10	0.03
75047	G5V:	-0.44	0.02
75049	K0III	-0.02	0.00
75060	K0V:	-0.16	0.01
75066	G5V:	-0.17	0.02
75073	K1III	-0.17	0.02
75097	A3II-III	-0.06	0.01
75127	K1III	-0.06	0.01
75128	G5III:	-0.16	0.04
75135	K0III:	-0.15	0.03
75139	G0V:	-0.14	0.02
75143	M6-M8III:	-1.14	0.18
75148	K0III:	-0.10	0.01
75158	F8V:	-0.05	0.00
75174	K3II-III	-0.09	0.01
75207	M3/M4III	-0.14	0.03
75229	F8III:	-0.09	0.02
75249	K0V:	-0.10	0.02
75256	A0V:	-0.01	0.00
75260	K4III	-0.06	0.01
75269	G5V:	-0.05	0.01
75274	F8V:	-0.08	0.01
75280	K0III:	-0.11	0.02
75285	K0III:	-0.11	0.02
75297	K0V:	-0.13	0.02
75327	K0III:	-0.07	0.01
75342	F0V	-0.04	0.00
75345	F8V:	-0.10	0.02
75355	K1III:	-0.10	0.03
75371	G5V:	-0.25	0.03
75384	K2III:	-0.15	0.02
75387	K3V	-0.08	0.02
75390	K0III:	-0.07	0.01
75412	K0III:	-0.09	0.02
75435	K8III:	-0.47	0.06
75446	K0V:	-0.09	0.02
75458	K2III	-0.03	0.01
75465	K0V:	-0.18	0.02
75479	G5V:	-0.07	0.01
75481	K0III	-0.10	0.03
75494	F0V:	-0.08	0.00
75508	G5V:	-0.07	0.01
75518	K0V:	-0.07	0.02
75522	F0IV/V	-0.03	0.01
75533	K0V:	-0.29	0.02
75541	K5III	-0.05	0.00
75551	K0III:	-0.07	0.01
75556	M0III:	-0.46	0.05
75565	K0III	-0.03	0.00
75606	K0III:	-0.08	0.02
75618	G5V	-0.12	0.04
75620	M4III	-0.16	0.03
75634	K0III:	-0.03	0.01
75641	B9V:	-0.06	0.00
75649	K2III:	-0.21	0.03
75661	K2III	-0.15	0.02
75676	G5V:	-0.00	0.00
75677	K2III:	-0.12	0.02
75690	G5V:	-0.28	0.01
75718	K2V	-0.12	0.02
75727	M4III	-0.10	0.02
75738	K0III	-0.04	0.01
75767	F8V:	-0.05	0.01
75774	K2III:	-0.06	0.02
75780	F8V:	-0.06	0.02
75799	K0III	-0.05	0.01
75805	K2III:	-0.12	0.02
75809	G8IV-V	-0.07	0.01
75822	K5III:	-0.08	0.01
75826	K3III	-0.10	0.02
75835	F8V:	-0.19	0.04
75847	M6-M9III:	-0.84	0.05
75856	F8V:	-0.07	0.02
75858	K0III	-0.31	0.02
75874	K0III:	-0.09	0.01
75880	F8V:	-0.06	0.02
75943	M2V:	-0.62	0.13
75966	K2III:	-0.17	0.04
75967	K0III	-0.04	0.01
75971	F4V	-0.03	0.01
75974	K0III-IV	-0.05	0.01
75995	K2III:	-0.06	0.02
76014	G0V:	-0.17	0.02
76019	G5V:	-0.15	0.03
76035	K0V:	-0.07	0.01
76041	A5V	-0.06	0.02
76072	K5III:	-0.13	0.03
76075	M4III	-0.23	0.01
76096	F8V:	-0.09	0.02
76114	G5IV-V	-0.02	0.01
76131	K0V:	-0.12	0.01
76147	K5V	-0.14	0.01
76149	G0V:	-0.07	0.02
76160	G5V:	-0.21	0.02
76164	K2III:	-0.07	0.02
76167	G0V:	-0.09	0.02
76178	G0V	-0.03	0.00
76179	K5III:	-0.15	0.02
76186	G5V:	-0.05	0.01
76189	K0V:	-0.20	0.02
76197	G6:III	-0.06	0.02
76200	G8V	-0.02	0.00
76228	K0V:	-0.07	0.00
76235	K2III:	-0.15	0.02
76240	G0III:	-0.15	0.05
76255	K0III:	-0.18	0.01
76290	G5V:	-0.28	0.02
76303	K2III:	-0.11	0.01
76311	K4III:	-0.19	0.01
76315	K5V:	-0.09	0.02
76317	K5III:	-0.13	0.02
76333	K0III	-0.02	0.00
76343	M5III:	-0.37	0.04
76346	G3V	-0.03	0.00
76349	G0V:	-0.11	0.02
76350	K2III:	-0.27	0.02
76358	F8V:	-0.08	0.02
76374	M0V:	-0.08	0.02
76375	K3V	-0.04	0.01
76379	K0III	-0.11	0.02
76380	F8V:	-0.09	0.01
76384	F4III	-0.08	0.01
76397	M0III	-0.07	0.00
76398	G5V:	-0.05	0.01
76418	G5V:	-0.12	0.02
76423	M5II-III	-0.60	0.02
76424	F3V	-0.03	0.00
76427	G8III	-0.20	0.01
76428	G0V:	-0.08	0.02
76452	M2V:	-0.12	0.02
76460	M6III:	-0.52	0.04
76480	K1III	-0.35	0.02
76493	G5V:	-0.29	0.03
76519	M0III	-0.20	0.01
76520	G5V:	-0.20	0.02
76533	K5III:	-0.11	0.02
76534	G8III-IV	-0.04	0.00
76558	K2III:	-0.03	0.01
76571	G0III:	-0.05	0.01
76588	K0III:	-0.12	0.02
76594	G8III	-0.08	0.00
76609	K0III:	-0.08	0.01
76627	M3III:	-0.18	0.01
76635	G0V	-0.03	0.00
76649	K2III:	-0.12	0.03
76654	F8V:	-0.08	0.02
76668	K5V	-0.07	0.02
76670	G5V:	-0.17	0.03
76697	F5V:	-0.10	0.02
76718	K2III:	-0.15	0.03
76730	K4III	-0.11	0.02
76736	A5V	-0.07	0.01
76757	G5V:	-0.08	0.02
76793	K3V	-0.01	0.00
76810	G8III	-0.02	0.00
76814	F8V:	-0.09	0.02
76821	G3V	-0.09	0.03
76830	K2III:	-0.24	0.02
76844	M5III:	-0.49	0.02
76855	K5III:	-0.17	0.02
76867	G5V:	-0.05	0.02
76900	K5V:	-0.09	0.00
76923	K0V:	-0.38	0.04
76934	K0II/III	-0.04	0.01
76938	K5III:	-0.16	0.03
76942	K0III:	-0.10	0.02
76964	G5V:	-0.06	0.02
76981	K2III:	-0.19	0.03
76982	G1V	-0.06	0.01
76993	F8V:	-0.07	0.01
77054	F2V:	-0.24	0.02
77055	A3V	-0.05	0.01
77058	M5:III:	-0.41	0.04
77059	K0III	-0.07	0.01
77066	K2III:	-0.11	0.02
77084	G5V:	-0.06	0.01
77094	F5V:	-0.03	0.00
77097	G0V:	-0.05	0.02
77104	K0V:	-0.21	0.04
77122	G5V:	-0.10	0.02
77123	G5:III:	-0.14	0.00
77176	K0III:	-0.06	0.01
77183	K2III:	-0.20	0.04
77193	K5III:	-0.31	0.02
77194	K2III:	-0.16	0.02
77207	K2III:	-0.09	0.02
77208	G0V:	-0.09	0.00
77210	K2V:	-0.08	0.00
77226	K0V:	-0.10	0.00
77238	K2III:	-0.10	0.02
77239	K1II-III	-0.47	0.02
77268	M0:V:	-0.09	0.02
77276	K0III:	-0.07	0.02
77284	M8III:	-1.08	0.12
77285	G0V:	-0.05	0.02
77286	B8V	-0.01	0.00
77304	G5V:	-0.19	0.03
77307	G1/G2V	-0.04	0.01
77323	A0V:	-0.04	0.01
77325	G5V	-0.02	0.00
77326	K3V	-0.14	0.02
77338	G2V	-0.03	0.00
77350	G8III/IV	-0.05	0.00
77356	K2III:	-0.09	0.02
77368	K0III:	-0.08	0.03
77380	K5III:	-0.30	0.03
77387	K0III:	-0.07	0.02
77402	F8V:	-0.07	0.02
77413	K0III:	-0.12	0.01
77419	K2III:	-0.20	0.02
77431	F8V:	-0.07	0.02
77479	K2III:	-0.15	0.02
77499	K0III:	-0.06	0.02
77506	K0III:	-0.05	0.01
77512	G5III-IV	-0.05	0.00
77516	A0V	-0.02	0.01
77522	G5V:	-0.14	0.03
77533	B9Ib	-0.04	0.00
77550	K0III:	-0.06	0.02
77557	K5III:	-0.35	0.03
77565	M0III:	-0.29	0.03
77583	K2III:	-0.10	0.02
77591	K0III:	-0.06	0.02
77598	G5V:	-0.06	0.02
77629	G0V:	-0.09	0.02
77651	K0III:	-0.10	0.02
77655	K0III-IV	-0.03	0.01
77674	K5III:	-0.07	0.01
77679	K1III	-0.12	0.01
77686	G3V	-0.05	0.00
77691	M5III	-0.33	0.05
77696	G5V:	-0.09	0.02
77698	G2V	-0.13	0.04
77704	K5III:	-0.24	0.04
77707	K2V	-0.03	0.01
77718	G2V	-0.02	0.00
77727	G0IV-V	-0.05	0.01
77729	K0III	-0.04	0.01
77743	K3III	-0.04	0.01
77748	K3III	-0.07	0.01
77774	K0V:	-0.17	0.02
77796	K2III:	-0.11	0.01
77804	K2III:	-0.17	0.02
77805	K5III:	-0.14	0.01
77806	K2III:	-0.21	0.04
77822	G0V:	-0.14	0.02
77835	F5II-III	-0.04	0.01
77860	K5III:	-0.37	0.03
77881	K5V:	-0.08	0.02
77887	K5III:	-0.17	0.02
77888	K2III	-0.08	0.01
77889	F0V:	-0.04	0.00
77898	K2III:	-0.07	0.02
77938	K0V:	-0.22	0.01
77952	F2III	-0.02	0.00
77970	K0III:	-0.06	0.02
77980	K0III	-0.04	0.01
77985	K4III	-0.01	0.00
77986	B9V:	-0.03	0.01
78015	K5V:	-0.35	0.07
78027	K2III	-0.11	0.01
78067	G0V:	-0.08	0.02
78101	K2III:	-0.17	0.03
78138	G5V:	-0.21	0.02
78157	K5III:	-0.16	0.04
78159	K3III	-0.06	0.00
78176	K5III:	-0.27	0.02
78184	M0V:	-0.13	0.01
78194	K2III:	-0.12	0.03
78217	G5V:	-0.03	0.01
78234	G8III	-0.10	0.03
78235	M7III:	-0.60	0.01
78236	K0III	-0.02	0.00
78241	K0V	-0.05	0.00
78248	F8V:	-0.16	0.02
78252	K2III:	-0.10	0.02
78278	K0III:	-0.06	0.02
78281	K0III:	-0.11	0.01
